"",r32,sweet16,elite8,final4,championship,national champion
0,Stetson,Northwestern,UAB,UAB,UAB,UAB
1,Northwestern,UAB,Washington State,North Carolina,Kansas,
2,UAB,BYU,North Carolina,Florida,,
3,Auburn,Washington State,Clemson,Kansas,,
4,BYU,North Carolina,Wisconsin,,,
5,Morehead State,Saint Mary's College,Florida,,,
6,Washington State,Clemson,Kansas,,,
7,Iowa State,Arizona,Texas,,,
8,North Carolina,Texas A&M,,,,
9,Michigan State,Wisconsin,,,,
10,Saint Mary's College,North Carolina State,,,,
11,Charleston,Florida,,,,
12,Clemson,Montana State,,,,
13,Baylor,Kansas,,,,
14,Dayton,Oregon,,,,
15,Arizona,Texas,,,,
16,Houston,,,,,
17,Texas A&M,,,,,
18,Wisconsin,,,,,
19,Duke,,,,,
20,North Carolina State,,,,,
21,Kentucky,,,,,
22,Florida,,,,,
23,Marquette,,,,,
24,Montana State,,,,,
25,Utah State,,,,,
26,McNeese,,,,,
27,Kansas,,,,,
28,Oregon,,,,,
29,Akron,,,,,
30,Texas,,,,,
31,Tennessee,,,,,
