"",r32,sweet16,elite8,final4,championship,national champion
0,Stetson,Stetson,Stetson,Stetson,Stetson,Stetson
1,FAU,San Diego State,Washington State,New Mexico,Boise State,
2,San Diego State,Duquesne,North Carolina,Boise State,,
3,Auburn,Washington State,New Mexico,Purdue,,
4,Duquesne,North Carolina,Texas A&M,,,
5,Illinois,Saint Mary's College,Boise State,,,
6,Washington State,New Mexico,Purdue,,,
7,South Dakota State,Nevada,Creighton,,,
8,North Carolina,Texas A&M,,,,
9,Michigan State,Vermont,,,,
10,Saint Mary's College,North Carolina State,,,,
11,Alabama,Boise State,,,,
12,New Mexico,Purdue,,,,
13,Colgate,Kansas,,,,
14,Nevada,Creighton,,,,
15,Long Beach State,Saint Peter's,,,,
16,Houston,,,,,
17,Texas A&M,,,,,
18,James Madison,,,,,
19,Vermont,,,,,
20,North Carolina State,,,,,
21,Oakland,,,,,
22,Boise State,,,,,
23,Marquette,,,,,
24,Purdue,,,,,
25,TCU,,,,,
26,Gonzaga,,,,,
27,Kansas,,,,,
28,Oregon,,,,,
29,Creighton,,,,,
30,Texas,,,,,
31,Saint Peter's,,,,,
