"",r32,sweet16,elite8,final4,championship,national champion
0,Stetson,Stetson,Stetson,Stetson,Stetson,Stetson
1,Northwestern,San Diego State,Illinois,Saint Mary's College,Wisconsin,
2,San Diego State,Illinois,Saint Mary's College,Wisconsin,,
3,Yale,Washington State,Nevada,Purdue,,
4,Duquesne,Michigan State,Wisconsin,,,
5,Illinois,Saint Mary's College,Florida,,,
6,Washington State,Clemson,Purdue,,,
7,Iowa State,Nevada,Oregon,,,
8,North Carolina,Houston,,,,
9,Michigan State,Wisconsin,,,,
10,Saint Mary's College,Texas Tech,,,,
11,Charleston,Florida,,,,
12,Clemson,Purdue,,,,
13,Colgate,Samford,,,,
14,Nevada,Oregon,,,,
15,Arizona,Virginia,,,,
16,Houston,,,,,
17,Nebraska,,,,,
18,Wisconsin,,,,,
19,Vermont,,,,,
20,Texas Tech,,,,,
21,Kentucky,,,,,
22,Florida,,,,,
23,Marquette,,,,,
24,Purdue,,,,,
25,TCU,,,,,
26,McNeese,,,,,
27,Samford,,,,,
28,Oregon,,,,,
29,Creighton,,,,,
30,Virginia,,,,,
31,Tennessee,,,,,
